Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
Sony,5.5,2,128,100,12,100,Oceania,Q2,837
Oppo,6.2,16,32,800,12,2000,South America,Q4,788
Google,6.0,6,1024,1300,32,5000,Europe,Q2,521
Huawei,5.8,4,512,900,20,2000,Europe,Q3,761
Sony,5.8,4,256,600,108,10000,Oceania,Q2,503
OnePlus,6.4,2,256,1300,108,500,Africa,Q1,388
Xiaomi,7.0,3,128,700,8,5000,Europe,Q2,892
Motorola,5.5,16,1024,1000,16,5000,Africa,Q2,954
Google,4.5,16,256,700,48,500,North America,Q3,238
Oppo,5.2,16,32,200,32,10000,Europe,Q1,808
Xiaomi,6.4,16,32,1200,16,20000,Asia,Q4,464
Oppo,7.0,12,32,500,32,100,Africa,Q1,806
OnePlus,6.2,12,128,1200,24,1000,Asia,Q1,276
OnePlus,4.5,2,128,200,48,500,South America,Q2,998
Sony,6.5,2,64,1100,64,10000,Europe,Q2,381
Xiaomi,7.0,6,512,700,16,10000,Europe,Q2,708
LG,7.0,2,64,1100,64,100,North America,Q3,827
Apple,6.5,12,512,900,12,1000,Europe,Q4,294
Xiaomi,5.5,12,128,1100,24,100,Africa,Q3,791
Apple,6.8,16,1024,900,108,100,Asia,Q3,809
OnePlus,5.0,2,64,1200,64,2000,Africa,Q3,703
OnePlus,5.0,2,512,500,108,2000,Oceania,Q2,597
LG,5.8,16,64,100,8,10000,Asia,Q1,557
Samsung,6.5,6,256,1000,12,500,South America,Q3,401
Sony,6.4,16,64,900,20,1000,Asia,Q1,737
Motorola,6.4,6,1024,800,16,100,South America,Q2,156
Apple,7.0,3,256,600,108,100,Oceania,Q4,204
Google,6.8,8,64,600,8,100,Oceania,Q2,982
Xiaomi,4.5,2,512,900,20,20000,Asia,Q4,902
Motorola,4.7,16,32,1300,20,1000,Africa,Q1,719
Oppo,6.7,2,512,1500,48,5000,South America,Q4,492
Oppo,6.4,6,1024,1000,24,1000,Africa,Q2,407
Huawei,6.8,4,512,900,64,100,Asia,Q3,559
Motorola,4.5,8,32,300,12,5000,Oceania,Q1,330
LG,7.0,12,128,400,108,2000,Africa,Q1,798
Google,6.4,4,512,100,12,20000,Africa,Q2,415
Oppo,6.5,2,32,600,24,100,Europe,Q3,663
Google,5.2,2,128,700,48,100,Asia,Q4,990
Huawei,6.8,16,128,1200,32,100,South America,Q2,827
Oppo,6.5,8,64,400,20,20000,Africa,Q3,769
Google,6.0,6,256,1200,20,2000,Oceania,Q2,295
Google,4.7,2,32,1100,64,2000,Europe,Q1,448
Sony,5.2,4,256,200,16,500,South America,Q4,399
Sony,5.2,12,512,200,20,1000,South America,Q3,804
Oppo,6.5,8,32,500,108,20000,North America,Q1,354
OnePlus,6.4,6,64,1500,8,2000,Asia,Q4,748
Sony,6.5,3,128,900,20,500,Africa,Q1,197
OnePlus,6.8,2,128,500,108,1000,Africa,Q1,862
Google,6.7,16,256,1300,64,5000,Asia,Q1,538
Apple,7.0,2,64,600,108,5000,Asia,Q2,606
Samsung,6.8,6,512,1000,12,10000,South America,Q3,246
Sony,4.5,12,128,600,48,20000,Africa,Q2,554
Huawei,4.7,8,128,1400,12,500,Asia,Q4,158
Xiaomi,6.8,16,32,400,108,10000,Asia,Q2,885
Motorola,6.5,16,512,700,8,10000,North America,Q2,269
Oppo,5.0,6,1024,700,12,2000,Africa,Q1,802
Apple,6.4,16,1024,200,48,5000,Oceania,Q4,102
Apple,6.9,6,512,1400,8,500,South America,Q3,151
Motorola,4.7,2,1024,800,24,100,North America,Q2,990
Samsung,4.5,8,32,100,16,100,Africa,Q2,883
Xiaomi,5.5,3,128,1200,24,500,South America,Q2,136
Sony,6.9,6,64,1400,108,5000,Oceania,Q2,230
Motorola,6.2,6,32,1400,24,100,North America,Q1,883
Motorola,5.2,8,256,700,48,100,Europe,Q1,184
Apple,6.8,3,128,600,12,5000,Africa,Q1,551
Xiaomi,5.8,8,32,1400,32,10000,Asia,Q2,496
Google,5.0,3,1024,800,24,10000,North America,Q3,950
Samsung,6.4,12,64,100,64,1000,Africa,Q2,641
OnePlus,5.8,2,64,1000,108,20000,South America,Q3,214
LG,6.7,6,512,100,64,1000,North America,Q3,385
LG,5.8,8,32,1200,24,1000,North America,Q1,131
Google,5.8,3,64,300,64,500,North America,Q2,688
Xiaomi,6.4,2,1024,100,12,1000,Asia,Q2,441
Huawei,6.7,4,512,600,12,10000,Africa,Q4,493
Motorola,7.0,2,256,400,16,100,South America,Q1,818
Apple,5.5,8,1024,400,12,5000,Asia,Q4,749
Xiaomi,6.5,12,128,100,12,5000,Oceania,Q2,732
OnePlus,5.5,8,256,200,64,10000,Europe,Q2,471
Motorola,5.8,3,128,1200,12,500,South America,Q3,640
OnePlus,5.2,12,1024,700,24,100,South America,Q1,954
Apple,5.5,6,1024,500,8,5000,North America,Q3,267
Motorola,6.7,4,128,1100,12,100,North America,Q2,651
Motorola,5.0,8,128,700,108,10000,Africa,Q1,922
Sony,4.5,3,512,700,12,5000,North America,Q3,547
LG,6.9,16,32,1400,64,100,Europe,Q4,902
Apple,6.7,12,64,300,24,10000,Asia,Q4,799
Xiaomi,5.0,6,512,1000,32,500,South America,Q3,761
Oppo,6.8,3,128,1100,16,1000,Oceania,Q1,704
Apple,5.2,8,32,1500,48,100,South America,Q4,795
Samsung,5.5,12,128,100,8,1000,Oceania,Q3,226
Huawei,4.7,16,512,400,48,20000,Oceania,Q3,936
Oppo,6.4,2,512,600,32,500,Africa,Q3,969
Sony,6.8,12,128,100,12,2000,Asia,Q2,222
Google,4.7,2,64,700,20,2000,Asia,Q3,622
Apple,5.2,8,512,400,64,500,Africa,Q4,745
Oppo,6.2,8,64,1200,16,500,North America,Q2,819
LG,7.0,4,512,300,108,10000,Europe,Q1,610
Sony,5.8,3,512,300,12,5000,Africa,Q2,102
Oppo,4.7,3,512,1300,64,20000,Oceania,Q3,975
Motorola,6.7,2,32,700,32,500,South America,Q1,895
OnePlus,6.2,3,512,1300,12,5000,North America,Q1,379
Samsung,6.8,2,128,200,16,100,Oceania,Q1,655
Apple,4.7,16,512,100,12,500,Asia,Q1,721
Motorola,6.7,8,512,300,8,100,Europe,Q1,505
Apple,6.4,3,256,1000,32,100,Europe,Q1,750
Xiaomi,6.7,6,512,600,20,10000,North America,Q3,219
LG,6.7,12,256,1500,64,2000,North America,Q2,211
Motorola,6.4,6,1024,1000,12,5000,Europe,Q1,755
Huawei,6.4,4,512,300,32,1000,Europe,Q1,918
Google,6.0,6,256,1000,32,20000,North America,Q4,921
LG,6.0,6,32,100,8,100,Oceania,Q3,817
Huawei,4.7,2,64,400,16,10000,South America,Q4,878
Motorola,4.7,12,1024,1200,16,20000,North America,Q2,902
Oppo,6.9,8,1024,400,48,20000,Oceania,Q2,999
Sony,6.7,3,512,1500,8,5000,South America,Q3,572
Xiaomi,6.7,12,128,1300,64,500,Africa,Q2,429
Sony,6.0,8,64,1500,64,10000,Africa,Q4,492
LG,4.5,6,512,800,8,2000,Asia,Q3,807
Huawei,5.8,2,1024,1400,12,100,Asia,Q4,893
Sony,6.7,12,1024,1100,12,2000,Africa,Q2,678
Apple,6.2,3,256,1400,48,100,Oceania,Q3,809
Sony,6.4,2,1024,1100,20,500,Asia,Q4,143
Samsung,6.9,4,64,100,12,2000,Asia,Q2,193
Samsung,5.0,8,64,900,20,5000,South America,Q1,994
Oppo,5.0,3,512,1200,108,10000,Europe,Q4,286
LG,4.7,6,1024,200,108,1000,South America,Q3,258
Motorola,6.7,4,1024,1100,48,2000,Asia,Q4,826
OnePlus,4.5,2,128,800,32,20000,South America,Q1,849
Samsung,6.9,3,1024,300,48,500,Asia,Q3,971
Oppo,6.2,8,32,400,108,10000,Asia,Q1,537
Apple,4.7,4,32,300,8,2000,North America,Q3,950
Apple,5.2,16,1024,600,48,1000,South America,Q2,446
Motorola,5.0,2,1024,1200,24,1000,Europe,Q2,140
Samsung,4.7,8,256,1100,108,20000,Asia,Q2,679
Xiaomi,6.5,3,512,600,64,2000,Africa,Q1,539
Xiaomi,4.5,3,512,1400,20,2000,Oceania,Q4,770
Sony,6.4,3,128,100,48,5000,North America,Q4,254
Huawei,7.0,4,32,700,108,10000,Asia,Q2,389
Huawei,4.7,12,128,900,20,2000,Africa,Q2,473
Google,6.9,16,256,1300,12,20000,North America,Q1,188
LG,6.0,2,32,700,20,100,Europe,Q3,504
Huawei,6.9,16,64,1000,8,100,Asia,Q4,621
LG,6.8,12,128,400,108,20000,Asia,Q2,513
Google,5.5,16,1024,800,24,500,North America,Q4,848
Sony,6.5,8,128,300,48,2000,Oceania,Q3,356
Google,7.0,2,64,1200,8,2000,Europe,Q4,310
Google,6.0,8,1024,1500,12,20000,Oceania,Q2,399
Apple,6.8,8,512,1200,8,2000,Europe,Q3,969
Xiaomi,7.0,8,256,500,16,100,North America,Q1,458
Xiaomi,6.4,8,512,1000,8,10000,North America,Q1,881
Huawei,6.2,3,64,500,32,2000,Africa,Q2,987
Huawei,4.7,6,256,1500,8,500,Europe,Q2,217
Samsung,6.4,16,128,1000,16,20000,Africa,Q4,430
Google,4.7,12,512,900,20,500,Africa,Q3,698
OnePlus,6.2,6,128,1200,32,5000,South America,Q1,168
LG,5.5,4,512,800,16,20000,North America,Q1,815
Apple,6.2,6,512,500,48,1000,North America,Q1,157
LG,7.0,4,64,1100,24,2000,Asia,Q1,431
Samsung,6.7,16,256,300,108,10000,Africa,Q3,983
Google,4.7,4,256,1100,8,1000,Asia,Q4,442
Google,5.5,6,256,300,16,5000,Africa,Q3,882
Oppo,7.0,3,64,200,24,2000,Oceania,Q3,597
Oppo,4.7,3,256,700,12,20000,Oceania,Q4,694
Motorola,6.7,2,64,1400,64,100,Europe,Q4,283
Motorola,6.2,12,64,300,20,10000,Africa,Q4,794
Apple,5.2,3,64,1400,32,20000,Asia,Q2,907
Samsung,5.5,12,64,200,16,10000,Oceania,Q3,995
LG,6.2,16,256,200,108,2000,Europe,Q3,433
OnePlus,7.0,12,256,200,8,500,Europe,Q4,988
Xiaomi,6.4,3,128,800,48,10000,Europe,Q3,956
Sony,6.7,8,1024,1000,108,10000,Oceania,Q1,115
Motorola,6.8,6,256,800,12,10000,Asia,Q2,368
Huawei,7.0,6,512,600,20,5000,Africa,Q2,871
LG,6.5,12,512,1400,64,2000,Europe,Q2,356
Oppo,6.7,2,64,600,12,5000,Africa,Q3,509
LG,5.2,3,32,200,8,2000,Africa,Q3,328
Oppo,5.0,6,32,800,32,10000,Asia,Q4,959
Motorola,5.2,4,64,800,16,1000,North America,Q3,529
Xiaomi,7.0,3,512,800,12,10000,Europe,Q3,974
Apple,6.0,3,32,1000,8,1000,South America,Q4,847
Google,7.0,3,128,500,8,1000,South America,Q4,157
Motorola,6.8,12,1024,500,24,20000,Africa,Q1,623
Xiaomi,6.5,2,128,300,32,500,South America,Q3,862
Oppo,6.0,6,512,900,108,20000,Europe,Q4,203
Apple,7.0,8,1024,600,20,100,Europe,Q2,822
LG,5.0,12,256,1100,12,2000,North America,Q1,468
Google,4.7,12,64,1500,16,1000,South America,Q3,343
Oppo,5.0,3,1024,500,108,20000,Oceania,Q3,513
LG,5.8,16,256,900,12,10000,Asia,Q1,655
Samsung,6.7,8,64,800,8,10000,Oceania,Q3,479
Samsung,6.9,6,64,1500,24,5000,North America,Q3,967
Google,6.5,16,64,400,8,500,South America,Q1,532
Oppo,6.4,4,32,1300,48,2000,Europe,Q3,493
Samsung,4.7,8,512,1200,48,10000,North America,Q2,313
Sony,6.7,3,128,100,24,1000,Asia,Q3,126
Xiaomi,6.2,16,256,600,24,20000,Asia,Q2,263
OnePlus,5.0,12,64,200,12,100,Africa,Q3,469
Sony,7.0,8,64,1500,64,20000,South America,Q3,516
Motorola,6.4,16,64,200,12,20000,North America,Q1,312
Samsung,6.0,12,64,1100,48,100,Europe,Q1,515
Apple,6.7,2,64,300,24,1000,Europe,Q2,549
Motorola,7.0,8,32,400,108,500,Oceania,Q4,284
Huawei,4.7,16,64,1200,48,20000,Asia,Q3,187
Google,4.5,2,64,700,16,10000,Europe,Q2,830
Apple,6.2,12,512,800,20,10000,Oceania,Q4,220
LG,6.5,12,1024,600,12,20000,South America,Q4,212
Google,6.2,12,1024,1200,24,2000,Asia,Q3,770
Samsung,5.8,6,32,100,108,5000,North America,Q1,493
OnePlus,6.8,8,32,1400,32,20000,Europe,Q2,632
Xiaomi,5.8,4,128,1200,16,20000,Asia,Q4,429
Apple,6.8,2,32,1100,32,100,South America,Q1,911
Apple,7.0,6,1024,400,32,5000,Oceania,Q1,377
LG,6.0,16,64,800,32,500,Oceania,Q3,494
Sony,4.5,2,256,1100,20,1000,Africa,Q1,952
Motorola,6.9,4,1024,600,20,10000,Asia,Q1,800
LG,6.8,6,64,500,108,500,Asia,Q3,643
Google,5.0,12,64,100,64,100,North America,Q2,578
Motorola,6.4,4,64,1100,16,5000,Asia,Q3,977
Xiaomi,4.5,2,256,400,32,100,Africa,Q3,847
Google,6.5,12,32,1000,24,100,North America,Q4,193
Motorola,6.7,6,256,1100,20,20000,Asia,Q3,612
Apple,6.4,16,1024,500,8,2000,North America,Q3,863
OnePlus,6.9,12,256,800,8,5000,South America,Q1,692
Xiaomi,5.5,4,64,300,32,500,North America,Q3,220
Google,6.9,8,512,1200,64,2000,Asia,Q4,540
Sony,5.0,2,512,400,24,1000,Europe,Q4,344
Samsung,6.8,3,1024,900,12,10000,Asia,Q2,223
Google,4.7,16,32,800,16,5000,Africa,Q3,575
Apple,7.0,3,256,1100,64,20000,Asia,Q2,536
Apple,7.0,12,128,200,108,2000,Asia,Q3,868
Xiaomi,6.5,2,1024,600,48,5000,North America,Q2,953
Sony,4.5,12,256,1100,48,100,Oceania,Q1,465
Xiaomi,5.5,3,1024,900,32,1000,South America,Q3,747
Samsung,6.9,6,128,300,64,500,South America,Q3,466
Apple,4.5,6,32,100,20,100,Europe,Q1,972
Samsung,6.0,3,256,1300,12,500,Asia,Q3,994
Google,4.5,3,512,400,8,2000,Europe,Q4,963
Oppo,5.5,16,128,1200,20,2000,Europe,Q4,477
Sony,6.7,6,32,1200,24,2000,North America,Q3,256
Google,6.8,8,256,1200,24,10000,South America,Q4,221
Apple,5.8,6,64,1300,20,1000,Oceania,Q2,363
Google,6.2,8,512,800,108,2000,Africa,Q2,281
Oppo,6.9,8,128,100,24,10000,Africa,Q2,999
Oppo,5.2,8,64,1000,48,20000,South America,Q1,438
LG,5.0,4,128,500,12,500,Europe,Q4,210
Oppo,6.9,8,256,1000,108,1000,Europe,Q1,701
OnePlus,4.7,6,32,500,12,10000,Europe,Q2,571
Oppo,5.8,12,128,1100,16,1000,Asia,Q3,341
Samsung,6.7,3,256,700,32,5000,South America,Q3,611
Samsung,4.7,16,1024,300,108,1000,Oceania,Q1,292
Xiaomi,5.0,3,1024,500,24,5000,South America,Q4,894
Google,5.0,12,512,1500,20,5000,Europe,Q1,658
Sony,6.5,16,1024,600,16,10000,Asia,Q1,819
Google,6.2,2,1024,1100,16,10000,Europe,Q2,621
Samsung,6.9,3,64,1100,48,10000,North America,Q4,989
OnePlus,6.0,12,64,700,20,5000,Europe,Q4,629
Google,6.0,3,512,900,24,10000,North America,Q2,719
Motorola,4.5,16,64,300,20,1000,Oceania,Q1,760
Motorola,6.5,16,64,1300,12,10000,North America,Q3,515
Apple,7.0,16,64,800,12,5000,Asia,Q2,219
Apple,5.2,4,512,400,32,100,Oceania,Q2,642
Sony,6.2,3,256,1100,24,10000,Europe,Q3,147
LG,6.0,3,32,500,24,100,Oceania,Q1,855
OnePlus,5.2,2,256,900,64,20000,South America,Q3,147
Sony,5.2,2,32,1400,12,5000,Africa,Q1,999
Sony,4.7,3,128,300,108,10000,Oceania,Q2,267
Huawei,4.5,8,128,700,24,2000,Oceania,Q1,829
OnePlus,6.7,8,64,1500,24,20000,Europe,Q2,928
Motorola,7.0,3,512,1200,8,2000,Asia,Q4,620
Xiaomi,5.2,16,128,300,12,10000,South America,Q1,787
Motorola,6.2,8,512,200,64,5000,North America,Q2,476
LG,5.8,4,256,1300,12,1000,Africa,Q3,347
Huawei,5.2,3,512,200,16,5000,Europe,Q2,972
Samsung,4.5,6,1024,1100,48,5000,South America,Q1,734
Motorola,6.7,6,64,1400,64,10000,Asia,Q2,512
OnePlus,6.0,12,1024,100,108,20000,Africa,Q2,137
Samsung,5.5,2,32,1000,16,20000,Europe,Q4,778
Google,6.9,8,32,1400,48,5000,Oceania,Q2,310
Sony,5.8,16,64,500,64,500,Asia,Q4,654
LG,4.5,4,512,800,108,100,Oceania,Q4,515
OnePlus,6.5,6,1024,500,16,20000,North America,Q1,723
Sony,6.9,4,32,100,48,10000,Asia,Q2,308
Oppo,6.9,16,64,600,8,20000,Africa,Q2,315
OnePlus,7.0,3,32,1500,64,1000,South America,Q4,541
Samsung,5.2,8,64,400,8,20000,North America,Q2,580
Motorola,5.8,6,512,1200,48,10000,South America,Q4,674
Oppo,4.5,8,128,700,64,10000,Asia,Q1,664
Google,5.2,4,64,300,24,5000,Europe,Q4,707
Xiaomi,6.0,2,1024,900,12,10000,Europe,Q1,715
LG,6.9,4,256,500,108,100,Oceania,Q4,653
Samsung,6.0,3,128,400,8,500,Europe,Q3,234
Samsung,7.0,8,512,600,16,1000,Africa,Q2,713
Sony,6.0,4,64,1000,8,20000,Africa,Q2,567
Motorola,5.2,8,1024,500,20,20000,Asia,Q3,786
Samsung,6.7,12,32,200,108,100,Africa,Q3,384
Apple,4.5,3,128,1100,16,1000,Africa,Q4,596
Samsung,6.4,4,128,1400,48,100,Africa,Q3,473
Oppo,5.5,6,64,400,16,100,Asia,Q1,380
Motorola,5.0,16,256,900,108,500,North America,Q3,115
Samsung,6.9,2,32,1300,108,500,South America,Q1,519
Sony,6.2,16,512,900,12,500,South America,Q4,951
Motorola,6.5,4,256,900,32,1000,Europe,Q4,441
OnePlus,6.8,16,64,1400,12,500,Asia,Q2,392
Huawei,5.8,2,64,1400,24,10000,Asia,Q3,173
Xiaomi,5.8,12,64,1200,32,500,Asia,Q2,100
Sony,6.0,4,128,700,32,2000,South America,Q3,447
OnePlus,6.8,16,64,500,20,100,Oceania,Q3,948
Xiaomi,6.5,16,1024,800,8,500,South America,Q1,965
OnePlus,6.2,12,128,1400,48,10000,Oceania,Q2,852
Huawei,4.7,8,128,400,32,10000,Africa,Q2,859
LG,5.0,8,32,1100,24,500,Asia,Q3,357
Motorola,5.2,4,512,1000,108,100,Africa,Q1,323
Oppo,6.9,3,32,600,24,10000,North America,Q3,104
OnePlus,5.2,2,64,400,64,10000,Africa,Q4,904
OnePlus,7.0,3,32,1500,16,500,Oceania,Q1,126
Samsung,4.5,2,128,800,20,5000,Africa,Q4,854
Oppo,6.4,3,32,300,24,500,Asia,Q1,664
Apple,7.0,6,128,1500,8,1000,Oceania,Q1,426
Huawei,5.0,4,1024,600,20,10000,Asia,Q4,429
Apple,6.0,6,64,1000,20,500,Asia,Q1,470
OnePlus,4.5,3,64,500,12,2000,Asia,Q3,264
Google,4.7,12,64,1400,48,5000,Europe,Q2,625
Samsung,4.7,12,128,400,64,1000,South America,Q3,813
Oppo,5.0,8,256,200,12,20000,Asia,Q1,962
Oppo,6.0,4,512,1100,24,5000,Africa,Q2,158
Oppo,6.7,8,256,1300,8,10000,Asia,Q2,515
OnePlus,6.4,8,32,800,108,1000,Africa,Q2,774
Oppo,5.8,4,128,1200,64,100,South America,Q3,113
Huawei,5.8,3,512,600,20,2000,Africa,Q3,117
LG,5.2,3,512,700,108,1000,Oceania,Q4,183
Xiaomi,5.2,2,64,600,32,2000,Europe,Q2,688
Samsung,6.9,16,256,600,20,500,South America,Q2,679
Sony,6.0,16,32,600,48,10000,North America,Q2,611
Samsung,5.0,6,64,1100,64,5000,Africa,Q4,556
Apple,6.7,12,512,1100,12,10000,Europe,Q1,943
LG,6.4,4,512,1500,8,1000,North America,Q4,662
Apple,6.4,2,512,1400,16,5000,Europe,Q2,320
Oppo,5.0,6,32,500,108,5000,Africa,Q1,568
OnePlus,6.7,12,512,200,48,2000,South America,Q3,983
OnePlus,4.5,16,256,1300,12,500,Asia,Q1,602
Sony,6.5,12,128,700,48,100,Asia,Q1,400
Google,4.5,16,256,900,32,10000,Asia,Q2,692
Xiaomi,6.8,12,512,100,12,2000,North America,Q4,874
Sony,5.2,12,64,700,16,2000,South America,Q2,383
Google,5.5,12,128,800,8,10000,Africa,Q2,528
Huawei,6.5,16,64,600,16,500,North America,Q4,654
Google,6.2,2,512,500,48,5000,Oceania,Q1,703
OnePlus,5.5,6,32,1300,64,5000,Africa,Q1,320
LG,6.2,3,256,400,48,500,Asia,Q1,239
Apple,6.2,2,32,600,24,10000,Oceania,Q4,129
Google,6.7,16,512,1400,20,2000,South America,Q2,289
Samsung,5.2,16,256,400,108,20000,Africa,Q2,408
OnePlus,4.7,12,512,1400,32,100,Europe,Q4,594
LG,6.8,2,32,600,20,10000,North America,Q4,156
Oppo,4.5,3,1024,200,8,10000,Africa,Q1,928
Samsung,6.0,16,64,1400,32,2000,Oceania,Q1,480
LG,7.0,2,128,1500,108,2000,Oceania,Q2,747
Google,6.0,12,256,100,16,20000,Asia,Q3,138
Samsung,6.9,2,128,1400,16,100,Oceania,Q4,398
Oppo,6.5,4,128,1400,24,5000,North America,Q2,369
LG,6.2,12,512,800,32,20000,Oceania,Q1,471
Samsung,5.2,3,512,700,8,2000,North America,Q4,839
Motorola,5.0,4,64,1200,32,500,South America,Q4,173
Motorola,5.8,4,1024,100,64,20000,Africa,Q1,188
Sony,6.2,8,32,600,12,100,Europe,Q1,245
LG,6.7,3,1024,400,48,1000,Africa,Q1,276
OnePlus,6.0,12,256,100,16,5000,Africa,Q3,695
OnePlus,6.7,16,64,400,64,5000,Asia,Q3,927
Samsung,6.2,8,512,800,20,500,Europe,Q4,649
Samsung,7.0,4,64,100,32,2000,Europe,Q3,728
Xiaomi,6.7,16,512,1200,20,2000,Oceania,Q4,143
Google,6.9,16,256,700,64,2000,South America,Q4,495
Huawei,6.0,4,256,1100,32,20000,Africa,Q3,531
Google,6.7,3,32,900,8,100,Oceania,Q4,380
Oppo,5.2,4,32,1000,24,2000,South America,Q3,409
Apple,6.5,8,512,800,64,10000,Europe,Q3,244
Samsung,5.0,3,512,1000,20,20000,Oceania,Q2,195
Google,7.0,3,64,1300,8,1000,North America,Q4,870
Huawei,6.4,12,128,1400,48,20000,Oceania,Q2,856
Huawei,6.4,8,256,1400,24,1000,Asia,Q2,920
OnePlus,4.7,12,1024,500,108,2000,Africa,Q3,953
Google,6.2,4,64,1500,108,100,Oceania,Q3,563
Xiaomi,6.5,4,128,1500,12,2000,Africa,Q4,763
Sony,6.7,12,32,600,64,5000,Africa,Q4,478
Google,6.2,16,1024,1300,24,20000,Europe,Q3,116
LG,5.8,3,512,800,24,100,Oceania,Q2,183
Apple,5.5,8,32,1300,48,1000,Asia,Q1,937
Xiaomi,5.2,12,32,800,108,5000,North America,Q2,671
Huawei,5.8,3,1024,1100,48,5000,South America,Q2,277
Huawei,6.7,8,256,400,8,100,Europe,Q2,886
Xiaomi,6.9,2,256,100,20,5000,Europe,Q3,724
Huawei,6.2,2,256,1100,16,1000,Asia,Q3,750
Xiaomi,4.5,8,1024,1500,8,10000,North America,Q1,841
Oppo,5.5,2,256,1100,32,10000,Africa,Q2,513
Huawei,5.5,8,64,1300,20,10000,South America,Q3,726
Oppo,7.0,3,32,600,108,2000,North America,Q1,659
Sony,5.2,3,256,1200,32,5000,North America,Q2,790
Sony,5.5,2,256,200,108,2000,South America,Q4,205
Google,5.0,12,32,1000,24,5000,North America,Q2,747
Sony,6.5,16,256,1000,48,500,Africa,Q1,662
Huawei,4.5,8,512,1000,12,2000,South America,Q1,590
Apple,4.7,16,64,1400,32,100,Europe,Q4,386
Sony,5.2,8,1024,500,8,20000,South America,Q1,811
Apple,5.5,8,256,100,20,10000,Europe,Q2,689
Huawei,6.0,4,32,1000,64,20000,Asia,Q3,945
Xiaomi,6.2,12,128,500,24,1000,Asia,Q3,660
Xiaomi,6.4,6,256,200,8,10000,South America,Q4,119
Oppo,5.8,12,64,500,64,500,Asia,Q3,303
Apple,5.0,2,256,100,24,5000,Oceania,Q3,933
Xiaomi,4.7,16,64,1300,12,100,Oceania,Q2,703
Xiaomi,6.7,3,256,1000,8,10000,Africa,Q2,862
LG,6.7,8,1024,800,12,100,Africa,Q3,726
Huawei,6.4,12,512,800,64,5000,Europe,Q3,142
Huawei,6.2,2,256,900,24,100,North America,Q2,725
Apple,6.2,8,256,1300,16,10000,North America,Q4,774
LG,5.5,8,512,100,48,20000,North America,Q4,213
Google,4.5,8,512,1200,20,5000,Europe,Q4,701
OnePlus,6.5,2,128,400,16,500,Europe,Q3,120
Motorola,7.0,12,256,1000,32,2000,South America,Q4,602
Xiaomi,5.8,6,512,500,20,2000,South America,Q4,929
Google,5.2,8,128,1100,16,5000,Asia,Q1,294
LG,6.9,3,32,1300,48,1000,Europe,Q1,110
Sony,7.0,6,32,1200,16,20000,Asia,Q2,409
Huawei,6.4,4,512,500,24,20000,Oceania,Q3,586
OnePlus,7.0,6,1024,1000,48,20000,Europe,Q4,219
Motorola,6.2,12,256,500,12,1000,North America,Q4,668
Samsung,5.2,8,32,600,16,1000,Africa,Q1,117
Huawei,4.7,6,32,1000,12,100,North America,Q1,582
OnePlus,6.9,6,32,1500,64,1000,Europe,Q4,619
Samsung,6.0,6,1024,1100,24,5000,Oceania,Q3,398
Motorola,5.8,6,1024,1300,24,20000,Oceania,Q4,302
Samsung,5.5,2,32,500,24,20000,Oceania,Q1,205
Samsung,5.5,12,512,200,8,20000,Asia,Q4,843
Sony,6.2,4,256,1200,12,5000,South America,Q3,145
Motorola,4.5,16,64,1400,64,500,Africa,Q4,629
Sony,6.7,6,64,1100,64,500,Oceania,Q1,129
LG,6.8,2,64,300,48,500,Africa,Q4,742
Motorola,5.2,6,32,1400,64,100,Asia,Q1,414
Oppo,6.4,4,64,100,20,5000,Asia,Q3,307
LG,6.5,6,128,1100,32,2000,Asia,Q4,882
OnePlus,4.7,12,128,900,20,1000,South America,Q4,568
Huawei,5.5,16,32,800,108,1000,North America,Q3,540
Google,6.5,3,256,100,8,100,Asia,Q3,400
Google,4.7,16,128,800,48,5000,South America,Q1,118
Apple,6.0,16,512,100,24,500,Asia,Q3,119
OnePlus,6.2,2,256,1500,16,10000,Africa,Q4,338
Samsung,7.0,4,256,200,8,100,Asia,Q2,349
Samsung,7.0,16,128,1200,20,20000,Asia,Q2,407
Google,7.0,2,32,100,8,10000,North America,Q3,159
Xiaomi,6.2,3,256,1400,24,500,Africa,Q1,816
OnePlus,6.8,4,256,600,108,1000,South America,Q3,514
LG,6.9,3,64,500,12,500,Africa,Q1,740
Oppo,5.8,6,512,400,8,10000,Africa,Q4,535
Oppo,6.9,8,64,800,108,10000,Asia,Q3,437
Huawei,6.5,16,128,600,20,1000,Africa,Q4,219
Oppo,4.5,12,32,300,32,100,Asia,Q4,376
OnePlus,7.0,3,256,100,8,2000,Europe,Q2,348
Xiaomi,6.0,8,32,400,8,2000,Africa,Q1,303
Apple,7.0,3,512,200,64,10000,Africa,Q4,685
Huawei,6.0,6,1024,1000,32,2000,Europe,Q1,725
OnePlus,5.2,16,512,700,48,1000,Europe,Q3,1000
Motorola,6.9,4,64,1100,48,20000,Oceania,Q2,766
OnePlus,5.0,6,128,1300,8,100,Europe,Q1,401
Sony,6.5,6,512,800,48,2000,Oceania,Q4,417
Oppo,6.0,2,128,200,32,10000,Africa,Q4,500
OnePlus,5.2,4,128,1500,32,20000,North America,Q1,327
Apple,6.7,4,512,1300,12,500,North America,Q1,229
